Duration|Net Sales|Commision (in value)|Age|Agency|Agency Type|Distribution Channel|Product Name|Claim|Destination
30|19.8|11.88|33|6|1|1|16|0|89
207|35.0|0.0|36|7|1|1|10|0|63
91|34.0|0.0|36|7|1|1|1|0|23
10|30.0|0.0|39|7|1|1|10|0|129
9|18.0|0.0|38|7|1|1|10|0|53
11|22.0|7.7|29|9|0|1|8|0|119
10|10.0|0.0|35|7|1|1|10|0|52
24|29.7|17.82|28|6|1|1|16|0|73
8|33.0|0.0|43|7|1|1|1|0|49
6|22.0|7.7|27|9|0|1|8|0|134
13|18.0|6.3|33|9|0|1|8|0|53
14|71.0|0.0|36|7|1|1|10|0|41
39|0.0|41.58|25|6|1|1|16|0|59
24|59.4|35.64|33|6|1|1|16|0|57
47|1.61|0.45|48|13|0|1|22|0|109
147|78.0|0.0|38|7|1|1|10|0|129
11|29.0|0.0|24|7|1|1|10|0|119
209|388.8|97.2|32|2|0|1|17|0|109
42|58.0|0.0|28|7|1|1|10|0|129
60|35.0|0.0|36|7|1|1|1|0|23
48|29.0|18.85|25|11|1|1|18|0|116
212|14.0|0.0|36|7|1|1|10|0|52
50|33.0|0.0|36|7|1|1|10|0|119
58|11.0|0.0|36|7|1|1|10|0|119
10|40.0|10.0|28|2|0|1|9|0|109
21|45.0|15.75|56|9|0|1|25|0|59
12|47.0|0.0|36|7|1|1|10|0|3
4|27.0|6.75|30|2|0|1|13|0|109
47|80.0|0.0|48|7|1|1|10|0|129
14|25.0|0.0|36|7|1|1|10|0|49
9|24.05|6.01|28|2|0|1|17|0|109
93|16.0|0.0|22|7|1|1|10|0|20
30|84.0|0.0|36|7|1|1|1|0|112
104|35.0|12.25|32|9|0|1|8|0|63
3|0.0|17.82|52|6|1|1|16|0|73
386|291.75|72.94|47|2|0|1|4|0|109
2|20.0|0.0|45|7|1|1|0|0|109
50|28.0|0.0|36|7|1|1|1|0|119
5|21.0|0.0|36|7|1|1|10|0|52
67|22.0|8.36|48|10|1|1|25|0|53
68|59.4|35.64|36|6|1|1|16|0|129
29|22.0|7.7|53|9|0|1|8|0|73
56|20.0|0.0|36|7|1|1|0|0|95
13|97.0|0.0|36|7|1|1|1|0|3
20|10.0|0.0|36|7|1|1|10|0|82
30|161.0|40.25|33|2|0|1|9|0|109
364|252.85|63.21|22|2|0|1|4|1|109
6|34.0|0.0|36|7|1|1|1|0|95
7|20.0|0.0|60|7|1|1|0|0|109
56|20.0|0.0|36|7|1|1|1|0|53
61|17.0|4.25|45|2|0|1|9|0|109
51|49.5|29.7|23|6|1|1|16|0|110
44|69.3|41.58|31|6|1|1|16|0|115
32|26.0|9.1|36|9|0|1|8|0|49
31|52.35|18.32|48|1|0|1|2|0|134
35|0.0|0.0|36|7|1|1|10|0|82
11|43.0|0.0|36|7|1|1|1|0|23
4|25.0|0.0|36|7|1|1|1|0|53
26|49.0|0.0|36|7|1|1|1|0|59
14|23.5|5.88|28|2|0|1|9|0|109
3|22.0|7.7|48|9|0|1|8|0|23
57|39.6|23.76|38|6|1|1|16|0|73
14|0.0|0.0|43|7|1|1|1|0|59
12|30.0|10.5|51|9|0|1|8|0|119
14|20.0|0.0|36|7|1|1|1|0|128
111|53.0|0.0|36|7|1|1|10|0|109
14|79.2|47.52|48|6|1|1|16|0|129
12|19.8|11.88|55|6|1|1|16|0|128
50|20.0|5.0|27|2|0|1|9|0|109
47|25.0|0.0|36|7|1|1|1|0|119
19|12.0|0.0|28|7|1|1|10|0|73
25|78.0|0.0|30|7|1|1|1|0|59
5|45.0|0.0|45|7|1|1|1|0|73
32|28.0|0.0|36|7|1|1|10|0|109
95|79.2|47.52|31|6|1|1|16|0|129
5|31.85|7.96|53|2|0|1|17|0|109
80|112.0|0.0|36|7|1|1|1|0|80
27|80.0|0.0|35|7|1|1|10|0|134
73|31.0|0.0|36|7|1|1|1|0|23
20|92.0|0.0|36|7|1|1|1|0|74
41|69.3|41.58|45|6|1|1|16|0|3
9|20.0|5.0|38|2|0|1|9|0|109
18|48.5|12.13|23|2|0|1|17|0|109
43|30.0|10.5|30|14|1|0|23|0|119
119|112.0|0.0|36|7|1|1|1|0|112
188|56.0|0.0|27|7|1|1|10|0|113
53|112.0|0.0|36|7|1|1|1|0|3
36|80.0|0.0|36|7|1|1|10|0|3
21|112.0|0.0|35|7|1|1|1|0|59
364|291.75|72.94|31|2|0|1|4|0|109
102|80.0|0.0|25|7|1|1|10|0|129
6|25.0|16.25|29|11|1|1|20|0|119
47|57.0|14.25|34|2|0|1|17|0|109
16|39.6|23.76|23|6|1|1|16|0|3
70|35.0|12.25|23|9|0|1|8|1|23
16|25.0|0.0|55|7|1|1|10|0|129
56|80.0|0.0|46|7|1|1|10|0|109
33|20.0|0.0|22|7|1|1|0|0|109
408|216.0|54.0|25|2|0|1|4|0|109
15|26.0|9.1|39|9|0|1|8|0|49
8|38.0|0.0|36|7|1|1|10|0|49
27|14.0|0.0|46|7|1|1|10|0|49
6|24.05|6.01|24|2|0|1|17|0|109
91|10.0|0.0|36|7|1|1|10|0|119
13|9.9|5.94|54|6|1|1|16|0|73
51|29.0|9.57|118|4|1|0|12|0|119
7|0.0|5.94|70|6|1|1|16|0|73
26|10.0|0.0|21|7|1|1|10|0|73
15|18.5|4.63|39|2|0|1|17|0|109
57|105.0|0.0|45|7|1|1|1|0|20
4|20.25|5.06|28|2|0|1|9|0|109
25|35.0|12.25|34|9|0|1|8|0|23
61|0.0|0.0|36|7|1|1|1|0|123
59|10.22|2.87|48|13|0|1|22|0|109
49|42.0|16.8|21|12|0|1|25|0|16
69|76.0|0.0|31|7|1|1|1|0|129
9|23.0|0.0|46|7|1|1|1|0|119
11|64.0|0.0|118|7|1|0|1|0|23
212|22.0|0.0|34|7|1|1|10|0|94
113|28.0|0.0|36|7|1|1|1|0|119
30|99.0|59.4|52|6|1|1|16|1|3
22|58.0|0.0|36|7|1|1|10|0|63
5|80.0|0.0|36|7|1|1|10|0|109
39|128.0|51.2|118|8|0|1|25|0|52
33|16.0|4.0|32|2|0|1|9|1|109
14|68.0|0.0|36|7|1|1|1|0|53
7|59.4|35.64|38|6|1|1|16|0|51
4|33.0|0.0|45|7|1|1|10|0|53
152|9.9|5.94|31|6|1|1|16|0|129
10|30.0|10.5|56|9|0|1|8|0|119
69|31.0|12.4|26|12|0|1|25|0|23
113|30.0|0.0|36|7|1|1|1|0|95
57|14.0|0.0|25|7|1|1|10|0|3
66|68.0|0.0|40|7|1|1|10|0|129
33|30.0|0.0|36|7|1|1|0|0|127
12|18.0|6.3|34|9|0|1|8|0|95
9|26.0|9.1|60|9|0|1|8|0|49
92|49.5|29.7|38|6|1|1|16|0|119
19|39.0|13.65|51|9|0|1|25|0|119
71|0.0|41.58|28|6|1|1|16|0|26
45|69.3|41.58|53|6|1|1|16|0|123
13|0.0|0.0|36|7|1|1|0|0|23
32|24.0|0.0|36|7|1|1|1|0|73
7|15.0|6.0|40|12|0|1|25|0|16
32|10.0|0.0|36|7|1|1|10|0|95
85|20.0|0.0|36|7|1|1|1|0|95
13|10.0|0.0|24|7|1|1|10|0|119
26|52.0|0.0|36|7|1|1|0|0|89
6|35.0|8.75|55|2|0|1|17|0|109
3|0.0|11.88|31|6|1|1|16|0|41
11|16.0|4.0|44|2|0|1|9|0|109
56|72.0|0.0|36|7|1|1|1|0|109
143|17.53|4.91|48|13|0|1|22|0|109
23|90.0|0.0|36|7|1|1|1|0|38
12|18.0|6.3|55|9|0|1|8|0|119
24|23.0|9.2|25|12|0|1|25|0|16
18|22.0|7.7|53|9|0|1|8|0|134
39|39.6|23.76|56|6|1|1|16|0|63
11|33.0|12.54|48|10|1|1|25|0|53
21|20.0|0.0|36|7|1|1|0|0|7
6|55.0|13.75|28|2|0|1|13|0|109
24|20.0|0.0|58|7|1|1|1|0|82
5|22.0|7.7|47|9|0|1|8|0|119
35|90.0|0.0|36|7|1|1|1|0|59
12|14.0|0.0|36|7|1|1|10|0|55
29|22.0|0.0|30|7|1|1|10|0|63
106|29.0|9.57|37|3|1|0|12|0|73
13|22.0|7.7|69|9|0|1|8|0|73
3|10.0|0.0|35|7|1|1|10|0|134
32|21.0|0.0|50|7|1|1|1|0|134
4|18.0|6.3|42|9|0|1|8|0|53
18|26.0|0.0|36|7|1|1|10|0|23
67|30.0|10.5|81|14|1|0|23|0|73
20|20.0|0.0|36|7|1|1|1|0|53
9|20.0|0.0|43|7|1|1|1|0|73
12|18.0|6.3|41|9|0|1|8|0|119
3|20.0|0.0|45|7|1|1|0|0|52
68|27.0|0.0|36|7|1|1|1|0|49
177|61.0|0.0|68|7|1|1|10|0|129
28|30.0|10.5|24|14|1|0|23|0|119
4|20.0|0.0|38|7|1|1|0|0|119
19|17.0|0.0|47|7|1|1|10|0|119
12|0.0|0.0|32|7|1|1|10|0|129
138|22.0|0.0|36|7|1|1|1|0|18
3|9.9|5.94|60|6|1|1|16|0|63
9|26.0|0.0|36|7|1|1|10|0|63
75|25.0|0.0|36|7|1|1|1|0|18
62|128.7|77.22|50|6|1|1|16|0|3
10|22.0|7.7|32|9|0|1|8|0|23
14|25.0|16.25|24|11|1|1|20|0|53
403|216.75|54.19|47|2|0|1|4|0|109
11|0.0|35.64|58|6|1|1|16|0|109
4|25.0|0.0|36|7|1|1|1|0|73
128|73.0|0.0|36|7|1|1|10|0|128
65|89.1|53.46|31|6|1|1|16|0|29
23|45.0|15.75|51|9|0|1|25|0|23
232|21.0|0.0|36|7|1|1|10|0|73
6|0.0|35.64|34|6|1|1|16|0|129
48|38.0|0.0|32|7|1|1|10|0|119
13|10.0|0.0|45|7|1|1|10|0|119
3|10.0|0.0|36|7|1|1|10|0|85
191|148.5|89.1|67|6|1|1|16|0|86
4|24.0|0.0|36|7|1|1|0|0|23
52|30.0|10.5|37|14|1|0|23|0|119
6|21.0|0.0|36|7|1|1|1|0|49
10|40.0|10.0|43|2|0|1|9|0|109
9|10.0|0.0|38|7|1|1|10|0|73
84|11.0|0.0|32|7|1|1|10|0|95
39|22.0|0.0|42|7|1|1|10|0|53
3|31.0|0.0|36|7|1|1|10|0|23
7|19.8|11.88|52|6|1|1|16|0|3
16|22.0|7.7|32|9|0|1|8|0|49
2|3.32|0.93|48|13|0|1|22|0|109
16|22.0|7.7|28|9|0|1|8|0|82
16|72.0|18.0|46|2|0|1|17|1|109
18|53.5|13.38|32|2|0|1|9|0|109
22|10.0|0.0|26|7|1|1|10|0|82
7|22.0|7.7|35|9|0|1|8|0|66
2|29.0|0.0|36|7|1|1|0|0|95
81|59.4|35.64|37|6|1|1|16|0|73
45|0.0|47.52|56|6|1|1|16|0|3
10|29.7|17.82|46|6|1|1|16|0|73
23|22.0|7.7|45|9|0|1|8|0|49
25|20.0|0.0|51|7|1|1|1|0|73
8|0.0|11.88|31|6|1|1|16|0|41
40|30.0|10.5|38|14|1|0|23|0|119
40|10.0|0.0|36|7|1|1|10|0|52
44|22.0|0.0|36|7|1|1|0|0|52
5|23.0|0.0|39|7|1|1|10|0|52
4|4.12|1.16|48|13|0|1|22|0|109
8|13.0|0.0|36|7|1|1|10|0|95
11|25.2|6.3|37|2|0|1|9|0|109
85|29.7|17.82|39|6|1|1|16|0|129
12|10.0|0.0|45|7|1|1|10|0|109
25|101.0|0.0|36|7|1|1|1|0|50
64|112.0|0.0|34|7|1|1|1|0|129
25|0.92|0.26|48|13|0|1|22|0|109
121|20.0|0.0|69|7|1|1|1|0|116
13|38.0|0.0|36|7|1|1|1|0|134
13|44.0|0.0|35|7|1|1|0|0|109
25|35.0|12.25|32|9|0|1|8|0|49
34|20.0|0.0|36|7|1|1|10|0|23
22|69.0|0.0|36|7|1|1|1|0|23
97|28.0|0.0|46|7|1|1|1|0|119
117|16.0|0.0|36|7|1|1|10|0|53
21|34.8|8.7|35|2|0|1|17|0|109
5|13.0|0.0|63|7|1|1|10|0|73
12|0.0|29.7|39|6|1|1|16|0|4
45|69.3|41.58|62|6|1|1|16|0|3
5|20.0|0.0|43|7|1|1|1|0|73
9|35.0|0.0|35|7|1|1|1|0|119
11|20.0|0.0|36|7|1|1|1|0|52
35|0.0|166.32|41|6|1|1|16|0|128
81|10.0|0.0|36|7|1|1|10|0|109
150|10.0|0.0|36|7|1|1|10|0|95
8|23.0|8.05|118|1|0|1|25|0|18
12|26.0|9.1|43|9|0|1|8|0|49
128|108.9|65.34|31|6|1|1|16|0|3
60|63.0|0.0|36|7|1|1|10|0|115
10|15.0|6.0|73|12|0|1|25|0|16
67|10.0|0.0|48|7|1|1|10|0|73
28|33.0|0.0|35|7|1|1|1|0|23
17|18.0|6.3|55|9|0|1|8|0|119
366|252.85|63.21|25|2|0|1|4|0|109
76|23.0|0.0|36|7|1|1|10|0|119
11|21.0|0.0|36|7|1|1|10|0|73
68|80.0|0.0|26|7|1|1|10|0|129
12|29.0|0.0|36|7|1|1|10|0|109
12|19.8|11.88|28|6|1|1|16|0|116
23|86.0|0.0|36|7|1|1|1|0|57
74|30.0|10.5|61|14|1|0|23|0|73
15|9.9|5.94|31|6|1|1|16|0|3
22|49.0|12.25|27|2|0|1|13|0|109
5|22.0|7.7|46|9|0|1|8|0|119
369|0.0|54.0|24|2|0|1|4|0|109
35|27.0|6.75|58|2|0|1|9|0|109
18|47.0|11.75|30|2|0|1|9|0|109
19|20.0|0.0|56|7|1|1|1|0|119
57|20.0|0.0|36|7|1|1|1|0|73
6|15.0|0.0|36|7|1|1|10|0|134
45|13.0|0.0|26|7|1|1|10|0|119
3|20.0|0.0|41|7|1|1|0|0|73
50|12.16|3.41|48|13|0|1|22|0|109
9|87.0|0.0|36|7|1|1|1|0|95
7|10.0|0.0|32|7|1|1|10|0|53
1|26.0|0.0|29|7|1|1|0|0|109
3|18.0|6.3|49|9|0|1|8|0|53
9|13.0|0.0|36|7|1|1|10|0|73
369|216.0|54.0|31|2|0|1|4|0|109
2|1.13|0.32|48|13|0|1|22|0|109
45|39.6|23.76|37|6|1|1|16|0|3
7|26.0|9.1|58|9|0|1|8|0|63
19|20.0|5.0|36|2|0|1|9|0|109
11|40.2|10.05|29|2|0|1|9|0|109
33|32.0|0.0|35|7|1|1|10|0|52
4|9.9|5.94|55|6|1|1|16|0|9
35|39.6|23.76|31|6|1|1|16|0|3
20|27.0|6.75|51|2|0|1|9|0|109
16|28.0|0.0|28|7|1|1|0|0|52
34|40.0|0.0|36|7|1|1|10|0|59
61|20.0|0.0|36|7|1|1|1|0|95
7|0.0|12.6|40|9|0|1|25|0|71
18|44.0|0.0|36|7|1|1|1|0|63
11|41.0|0.0|33|7|1|1|10|0|59
12|102.0|0.0|36|7|1|1|1|0|109
27|20.0|0.0|62|7|1|1|1|0|53
5|37.0|0.0|36|7|1|1|10|0|49
15|30.0|0.0|36|7|1|1|10|0|3
30|56.5|14.13|66|2|0|1|9|0|109
2|32.0|0.0|36|7|1|1|10|0|23
1|0.0|5.94|62|6|1|1|16|0|73
21|29.7|17.82|31|6|1|1|16|0|119
5|17.0|0.0|36|7|1|1|10|0|113
15|38.0|0.0|36|7|1|1|1|0|23
74|19.0|0.0|21|7|1|1|10|0|109
59|16.0|0.0|36|7|1|1|10|0|82
32|56.5|14.13|53|2|0|1|17|0|109
67|22.0|0.0|26|7|1|1|1|0|119
6|39.0|0.0|53|7|1|1|1|0|3
17|35.0|0.0|29|7|1|1|1|0|134
24|28.0|0.0|35|7|1|1|1|0|113
39|59.4|35.64|31|6|1|1|16|0|3
62|15.0|6.0|42|12|0|1|25|0|16
19|61.0|0.0|36|7|1|1|10|0|59
4|16.0|4.0|30|2|0|1|9|0|109
25|22.0|7.7|39|9|0|1|8|0|134
39|0.0|0.0|36|7|1|1|10|0|114
20|18.0|6.3|34|9|0|1|8|0|95
57|26.0|0.0|36|7|1|1|1|0|53
30|38.0|0.0|36|7|1|1|10|0|23
7|18.0|0.0|35|7|1|1|10|0|53
11|23.5|5.88|36|2|0|1|9|0|109
62|25.0|0.0|35|7|1|1|1|0|95
20|29.0|0.0|35|7|1|1|1|0|119
28|20.0|0.0|35|7|1|1|1|0|53
7|49.5|29.7|42|6|1|1|16|0|57
27|78.5|19.63|45|2|0|1|17|0|109
74|20.0|0.0|36|7|1|1|0|0|128
35|37.0|0.0|36|7|1|1|1|0|52
15|30.0|10.5|65|14|1|0|23|0|119
113|108.9|65.34|36|6|1|1|16|0|3
47|41.0|0.0|36|7|1|1|10|0|109
6|45.0|15.75|52|9|0|1|25|0|59
47|10.0|0.0|36|7|1|1|10|0|66
54|36.0|0.0|36|7|1|1|1|0|113
16|39.0|9.75|31|2|0|1|9|0|109
42|38.0|0.0|24|7|1|1|10|0|129
11|12.66|3.55|48|13|0|1|22|0|109
162|65.0|0.0|36|7|1|1|10|0|3
106|69.3|41.58|31|6|1|1|16|0|41
371|216.0|54.0|60|2|0|1|4|0|109
25|39.6|23.76|30|6|1|1|16|0|3
35|33.0|0.0|36|7|1|1|1|0|119
44|33.0|11.55|49|9|0|1|8|0|119
19|59.4|35.64|31|6|1|1|16|0|3
68|38.0|0.0|36|7|1|1|1|0|95
36|16.0|4.0|65|2|0|1|9|0|109
4|22.0|7.7|37|9|0|1|8|0|49
5|32.0|20.8|45|11|1|1|18|0|119
18|53.5|13.38|53|2|0|1|9|0|109
13|54.5|13.63|37|2|0|1|17|0|109
26|20.0|0.0|36|7|1|1|1|0|95
135|62.0|0.0|36|7|1|1|10|0|128
29|13.0|0.0|36|7|1|1|10|0|109
12|36.5|23.73|65|11|1|1|18|1|116
16|65.0|0.0|36|7|1|1|10|0|128
15|75.0|0.0|36|7|1|1|1|0|23
21|20.0|0.0|31|7|1|1|0|0|53
23|59.4|35.64|43|6|1|1|16|0|3
10|28.0|0.0|36|7|1|1|10|0|116
49|23.0|0.0|36|7|1|1|1|0|53
6|21.0|5.25|28|2|0|1|9|0|109
6|30.0|0.0|36|7|1|1|1|0|53
43|40.0|0.0|36|7|1|1|1|0|109
31|69.3|41.58|31|6|1|1|16|0|3
25|11.0|0.0|35|7|1|1|10|0|73
5|29.7|17.82|45|6|1|1|16|0|115
70|35.0|12.25|39|9|0|1|8|0|59
42|20.0|0.0|32|7|1|1|0|0|52
35|22.0|7.7|45|9|0|1|8|0|119
31|0.0|11.88|33|6|1|1|16|0|3
25|40.0|14.0|67|9|0|1|8|0|23
90|7.0|1.96|48|13|0|1|22|0|109
48|60.0|24.0|118|8|0|1|25|0|52
63|29.7|17.82|30|6|1|1|16|0|119
97|13.43|3.77|48|13|0|1|22|0|109
11|18.0|6.3|52|9|0|1|8|0|73
32|40.0|14.0|29|9|0|1|8|0|23
36|53.0|0.0|36|7|1|1|1|0|3
12|29.0|0.0|36|7|1|1|10|0|23
12|69.3|41.58|41|6|1|1|16|0|129
31|20.0|0.0|36|7|1|1|1|0|134
50|21.0|0.0|36|7|1|1|10|0|73
58|80.0|0.0|48|7|1|1|10|0|109
6|31.0|0.0|36|7|1|1|1|0|82
28|13.0|0.0|36|7|1|1|10|0|73
10|20.0|0.0|36|7|1|1|0|0|53
6|17.55|4.39|28|2|0|1|9|0|109
24|67.0|43.55|59|11|1|1|18|0|115
37|61.5|15.38|23|2|0|1|9|0|109
54|31.0|0.0|36|7|1|1|10|0|128
91|91.0|0.0|36|7|1|1|1|0|63
366|259.2|64.8|34|2|0|1|4|0|109
6|12.0|0.0|37|7|1|1|10|0|109
7|18.0|6.3|44|9|0|1|8|0|119
373|280.8|70.2|28|2|0|1|4|0|109
73|9.9|5.94|37|6|1|1|16|0|86
14|20.0|0.0|36|7|1|1|0|0|23
8|45.0|0.0|48|7|1|1|1|0|116
61|9.12|2.56|48|13|0|1|22|0|109
0|27.0|6.75|23|2|0|1|9|0|109
15|30.0|10.5|54|9|0|1|8|0|119
32|13.5|3.38|26|2|0|1|9|0|109
6|18.0|0.0|36|7|1|1|10|0|109
31|98.0|0.0|36|7|1|1|1|0|59
33|22.0|7.7|65|9|0|1|8|0|53
69|69.3|41.58|40|6|1|1|16|1|128
53|39.6|23.76|62|6|1|1|16|0|3
10|21.0|0.0|36|7|1|1|10|0|26
5|42.0|0.0|36|7|1|1|1|0|16
10|30.0|10.5|59|14|1|0|23|0|119
61|28.0|0.0|35|7|1|1|10|1|127
32|49.5|29.7|51|6|1|1|16|0|73
148|11.0|0.0|25|7|1|1|10|0|63
241|118.8|71.28|42|6|1|1|16|0|86
4|61.0|0.0|36|7|1|1|1|0|53
216|52.0|0.0|36|7|1|1|1|0|59
2|15.0|0.0|36|7|1|1|10|0|116
20|23.4|5.85|35|2|0|1|9|0|109
13|27.0|0.0|36|7|1|1|10|0|95
44|49.5|29.7|45|6|1|1|16|0|3
8|22.0|7.7|46|9|0|1|8|0|134
63|17.0|0.0|35|7|1|1|10|0|53
23|51.0|0.0|53|7|1|1|10|0|53
9|23.0|0.0|36|7|1|1|10|0|52
43|10.0|0.0|24|7|1|1|10|0|119
67|112.0|0.0|23|7|1|1|1|0|129
365|301.0|75.25|54|2|0|1|4|0|109
13|25.5|6.38|62|2|0|1|9|0|109
65|78.0|31.2|118|8|0|1|25|0|52
22|21.14|5.93|118|13|0|0|22|0|109
21|80.0|0.0|51|7|1|1|10|0|129
36|31.0|0.0|36|7|1|1|10|0|127
40|19.8|11.88|33|6|1|1|16|0|43
42|20.0|0.0|25|7|1|1|1|0|73
17|29.5|7.38|37|2|0|1|9|0|109
12|33.5|8.38|36|2|0|1|9|0|109
51|22.0|0.0|36|7|1|1|10|0|49
164|23.0|0.0|36|7|1|1|10|0|95
4|0.0|7.7|41|9|0|1|8|0|73
34|10.0|0.0|36|7|1|1|10|0|55
42|70.0|0.0|36|7|1|1|1|0|63
80|10.0|0.0|36|7|1|1|10|0|95
4|9.83|2.76|48|13|0|1|22|0|109
6|16.0|4.0|31|2|0|1|9|1|109
14|41.0|0.0|36|7|1|1|10|0|23
15|21.0|0.0|35|7|1|1|1|0|129
19|70.5|17.63|49|2|0|1|13|0|109
34|26.0|0.0|35|7|1|1|10|0|73
35|20.0|0.0|41|7|1|1|1|0|119
8|112.0|0.0|36|7|1|1|1|0|127
365|252.85|63.21|51|2|0|1|4|1|109
11|11.0|0.0|42|7|1|1|10|0|73
17|26.0|9.1|54|9|0|1|8|0|49
110|80.0|0.0|36|7|1|1|1|0|41
47|20.0|0.0|36|7|1|1|0|0|128
4|18.5|4.63|49|2|0|1|17|0|109
26|20.0|0.0|28|7|1|1|0|0|129
9|25.0|0.0|36|7|1|1|1|0|116
38|52.0|0.0|36|7|1|1|10|0|43
1|18.0|0.0|35|7|1|1|10|0|53
81|39.6|23.76|36|6|1|1|16|0|73
2|37.0|0.0|36|7|1|1|0|0|109
17|28.0|0.0|36|7|1|1|1|0|119
5|42.0|0.0|33|7|1|1|1|0|119
12|10.0|0.0|81|7|1|1|10|0|109
4|24.0|0.0|36|7|1|1|0|0|52
88|56.0|19.6|37|9|0|1|25|0|95
7|7.71|2.16|48|13|0|1|22|0|109
6|17.0|0.0|43|7|1|1|10|0|119
62|77.0|0.0|26|7|1|1|1|0|59
92|60.0|0.0|36|7|1|1|0|0|63
311|0.19|0.05|48|13|0|1|22|0|109
365|187.85|46.96|55|2|0|1|4|0|109
26|20.0|5.0|28|2|0|1|9|0|109
12|17.0|4.25|31|2|0|1|9|0|109
29|49.5|29.7|31|6|1|1|16|0|59
62|51.0|0.0|24|7|1|1|1|0|109
115|49.0|0.0|36|7|1|1|1|0|59
6|27.0|0.0|36|7|1|1|1|0|49
12|30.0|0.0|36|7|1|1|10|0|95
19|16.0|4.0|53|2|0|1|9|0|109
18|49.5|29.7|45|6|1|1|16|0|119
4|27.0|0.0|42|7|1|1|1|0|95
99|105.0|0.0|36|7|1|1|1|0|63
66|18.0|6.3|64|9|0|1|8|0|73
105|13.0|0.0|42|7|1|1|10|0|109
6|13.5|3.38|26|2|0|1|9|0|109
24|10.0|0.0|46|7|1|1|10|0|20
19|49.5|29.7|29|6|1|1|16|0|3
41|72.0|18.0|26|2|0|1|9|0|109
95|19.8|11.88|57|6|1|1|16|0|3
8|39.6|23.76|36|6|1|1|16|0|3
16|19.8|11.88|37|6|1|1|16|0|129
49|45.0|0.0|21|7|1|1|10|0|63
83|31.0|0.0|36|7|1|1|10|0|52
28|29.0|7.25|27|2|0|1|17|0|109
100|138.6|83.16|31|6|1|1|16|0|86
37|35.0|12.25|39|9|0|1|8|0|23
54|59.4|35.64|42|6|1|1|16|0|3
14|104.0|0.0|48|7|1|1|1|0|129
37|20.0|0.0|36|7|1|1|0|0|95
4|29.0|0.0|51|7|1|1|1|0|73
19|47.0|0.0|36|7|1|1|1|0|23
14|30.0|10.5|68|14|1|0|23|0|119
68|29.0|0.0|36|7|1|1|1|0|134
10|18.0|6.3|23|9|0|1|8|0|53
16|34.0|0.0|36|7|1|1|1|0|134
10|80.0|0.0|36|7|1|1|10|0|41
11|29.0|7.25|58|2|0|1|17|0|109
17|59.4|35.64|51|6|1|1|16|0|3
30|83.0|29.05|40|9|0|1|25|0|23
24|30.0|10.5|39|9|0|1|8|0|119
45|192.0|0.0|35|7|1|1|1|0|85
64|19.8|11.88|28|6|1|1|16|0|63
38|36.0|0.0|36|7|1|1|10|0|134
7|9.9|5.94|50|6|1|1|16|0|73
59|10.0|0.0|38|7|1|1|10|0|73
8|20.0|0.0|36|7|1|1|10|0|109
24|32.0|0.0|36|7|1|1|10|0|61
59|80.0|0.0|21|7|1|1|10|0|129
101|24.0|0.0|36|7|1|1|10|0|53
8|29.5|7.38|16|2|0|1|17|0|109
62|22.0|0.0|36|7|1|1|1|0|116
8|17.0|4.25|44|2|0|1|9|0|109
26|69.0|17.25|30|2|0|1|13|0|109
173|56.0|0.0|36|7|1|1|10|0|109
21|29.0|0.0|33|7|1|1|1|0|119
365|187.85|46.96|26|2|0|1|4|0|109
45|37.0|12.95|35|9|0|1|8|0|53
88|59.4|35.64|42|6|1|1|16|0|77
5|0.0|29.7|55|6|1|1|16|0|128
132|17.0|0.0|36|7|1|1|10|0|53
26|25.0|16.25|26|11|1|1|20|0|18
10|32.0|0.0|35|7|1|1|10|0|109
4|25.2|6.3|51|2|0|1|9|0|109
8|10.0|0.0|36|7|1|1|10|0|3
3|21.0|0.0|36|7|1|1|1|0|73
18|29.0|0.0|36|7|1|1|1|0|52
17|21.0|0.0|36|7|1|1|1|0|116
30|40.0|14.0|71|9|0|1|8|0|23
39|10.0|0.0|36|7|1|1|10|0|116
51|10.0|0.0|36|7|1|1|10|0|53
6|29.0|9.57|30|4|1|0|12|0|119
1|18.0|6.3|70|9|0|1|8|0|53
17|60.0|15.0|45|2|0|1|9|0|109
27|21.0|0.0|35|7|1|1|1|1|119
86|29.0|0.0|36|7|1|1|1|0|23
7|112.0|0.0|36|7|1|1|1|0|127
87|22.0|0.0|36|7|1|1|1|0|49
6|10.0|0.0|31|7|1|1|10|0|53
13|20.0|0.0|35|7|1|1|1|0|66
20|39.6|23.76|64|6|1|1|16|0|3
77|29.7|17.82|59|6|1|1|16|0|59
53|168.3|100.98|54|6|1|1|16|0|128
41|0.0|10.15|118|1|0|1|25|0|53
89|20.0|0.0|36|7|1|1|0|0|73
5|20.0|0.0|41|7|1|1|0|0|73
34|33.5|8.38|62|2|0|1|17|0|109
9|18.0|6.3|40|9|0|1|8|0|95
4|18.0|6.3|55|9|0|1|8|0|119
16|16.0|0.0|36|7|1|1|10|0|134
6|45.0|15.75|46|9|0|1|25|0|63
7|13.0|0.0|29|7|1|1|10|0|119
13|98.0|24.5|39|2|0|1|13|0|109
7|20.0|0.0|36|7|1|1|0|0|82
365|187.85|46.96|28|2|0|1|4|0|109
52|41.5|26.98|64|11|1|1|20|0|3
41|0.0|28.13|28|2|0|1|17|0|109
2|11.0|0.0|36|7|1|1|10|0|73
105|87.0|0.0|30|7|1|1|0|1|109
